Date,DK0060079614,DK0010264456,DK0060158590,DK0016272602,DK0016272446,DK0010303296,DK0016262728,DK0060037455,DK0010246479,DK0061150984,IE00B1XNHC34,DE000A0H08R2,DE000A0H08H3,IE00B5WHFQ43,DE000A0H08S0,IE00B0M63391,IE00B2NPL135
2012-01-11 00:00:00+00:00,-0.0003413551800659,0.119967047677469,0.0,0.0324361628718041,0.0137436389201182,0.0685137780457381,0.0059168228457684,0.0086055390582389,-0.0003084515729571,0.0,0.0660459285286916,-0.0063279727039018,-0.0083953816542038,0.0170682516953748,0.0136583290856784,0.017454923454935,0.0142900531361787
2012-01-18 00:00:00+00:00,0.0273177394570602,0.0236300110334413,0.0,0.0489081996426243,-0.0094715066833667,0.031989853438388,0.0095191358892141,-0.0103947605599953,-0.0074668312247963,0.0,0.0134298519015547,-0.0150541451528278,-0.0032112594598449,0.0196935002281921,0.0042677730542077,0.0420027528727799,0.0122322739310298
2012-01-25 00:00:00+00:00,0.0623234169852082,0.0308093056680052,0.0,-0.0109399893780889,-0.000730106545573,0.0309982247715072,0.0113186143772585,-0.0105646630236793,-0.0277294205421033,0.0,-0.0304527522668346,-0.0139133682878851,0.0005807141827505,-0.0073529631462554,0.0108507985932935,0.0240219127473695,-0.0122978058502343
2012-02-01 00:00:00+00:00,-0.020807259073842,0.0115894039733432,0.0018716188782812,0.0272766323022151,-0.008455223655863,0.0264238410594017,0.0152193174481543,0.0034977908689248,0.0208466555822774,0.0021114257893393,0.0087840690521396,0.0062435225356785,0.0082242015484528,0.0159013423913065,0.0234340148401213,-0.0050313668518354,0.0418056495561651
2012-02-08 00:00:00+00:00,0.0388240933056394,0.0344560254975516,0.0,0.014844240016625,0.0048443631832184,0.0185173236982558,0.0110168120949145,-0.0067265945086527,-0.0196692558258041,0.0,0.0485719231285695,0.0045740290020588,0.0029376049734592,0.022474817307861,0.0096960424771732,0.0118818880599549,0.0556192503291685
2012-02-15 00:00:00+00:00,-0.0110735158412788,-0.0042468148884353,0.0,0.0010300782859429,0.017746699099796,0.0364880273660719,0.0029763151306956,0.0045558086560362,0.0171246006392509,0.0,0.005096202020983,-0.0003606418302368,0.0242474027614869,-0.0021145457820848,0.0065418656103384,-0.0072245946979063,0.0108780871675921
2012-02-22 00:00:00+00:00,-0.0035769828926904,-0.0523498912863804,0.0,0.0020580366330384,-0.0076525143869149,-0.0093509350935174,0.001925510269076,0.0006741435312864,0.0038949616788135,0.0,0.0094116563852315,0.000564490415281,0.0043392558469312,-0.0141897217456068,-0.0139950575454903,-0.0043900834023938,0.0011977258227511
2012-02-29 00:00:00+00:00,0.001205088184798,-0.0100544475817562,0.00261571836261,0.0265312179095731,-0.0026468859702271,-0.0259072120427024,0.0119188786466315,-0.0043422341989221,-0.0095952440550948,-0.0019231468494649,-0.0644224760405955,-0.0058045313141387,0.0014503604258455,-0.0083264123098203,-0.0019432462836701,0.0134995462661917,-0.0164636224140393
2012-03-07 00:00:00+00:00,0.0508640983762191,-0.0024124485662453,0.0,0.0215717499600736,0.0215351035130926,-0.0368653758582218,0.0033824930862018,0.0015931500698156,0.0324346223724232,0.0,-0.0207318818492517,-0.0146321818753187,0.0057450417546047,-0.0039104748816534,0.0090307592771623,0.0043404088266074,0.003126415926892
2012-03-14 00:00:00+00:00,-0.0246254264945855,0.0388705209541935,0.0,0.0101840971405453,0.0194111284899434,0.0621424344055376,0.008180908948844,-0.0039918933857397,-0.0110159118727666,0.0,0.0268635751714927,0.0112468398223934,0.0298589976123402,0.0426999505242804,0.0382894190068789,0.0294586401005154,0.0063795323840332
2012-03-21 00:00:00+00:00,0.0333079847908743,-0.0044727335284912,0.0,-0.0147343931764402,-0.0199221249941681,-0.0464338781577525,-0.0005650572246972,-0.0095572820323098,-0.0136757425738691,0.0,-0.0200693855258095,0.0187791422675187,-0.0083199287332186,-0.0019853961560032,-0.0053576653874735,-0.0200426318723168,-0.0039971878124646
2012-03-28 00:00:00+00:00,-0.0241389461289365,0.0299809918784621,0.0,-0.0072890189311949,-0.0086998482549317,-0.037633820165509,-0.0037203683056943,0.0035485276722904,0.0138653616910495,0.0,-0.0206742118501294,-0.0033820705754298,-0.0030434544148167,0.0006910331643159,0.0064329580156536,-0.0135430997421738,-0.0081626046132381
2012-04-04 00:00:00+00:00,-0.0052790346907991,0.0153510611522322,0.0021843626284685,-0.006935687263375,0.011047198936952,0.0368785656072037,-0.004839951997597,0.0048387096774193,-0.0056930693067974,0.0043111300012326,-0.0209299608357833,-0.0198370707544439,0.0019600335688911,0.0234822176008897,-0.0151883217461781,0.0375244898236262,0.005516669101971
2012-04-11 00:00:00+00:00,-0.005913570887036,-0.0298248512883869,0.0,-0.0063492063492922,-0.0047329070136519,-0.0232527674066471,-0.0050379460103027,-0.0032720088899864,0.0096465023652128,0.0,-0.006255583851053,-0.0142713163178191,-0.0142162548935923,-0.0305565709864553,-0.0106618619561064,-0.0351992475730613,-0.0005377331017809
